"DATAPGTO","DIASEMANAPGTO","DOCUMENTOFORNECEDOR","DOCUMENTOSERVIDOR","LATITUDE","LONGITUDE","MANDATO","MUNICIPIO","NOMEFORNECEDOR","PORTE","SUBELEMENTODESPESA","TIPODOCUMENTO","UF","VALOR"
"2019-01-16","quarta-feira","47508411094975","***.135.521-**","-47.887905478","-15.7940873619","BOLSONARO","Brasília","COMPANHIA BRASILEIRA DE DISTRIBUICAO","DEMAIS","GENEROS DE ALIMENTAÇÃO","CNPJ","DF","182.5"
"2019-01-16","quarta-feira","01610583000135","***.135.521-**","-47.887905478","-15.7940873619","BOLSONARO","Brasília","DISTRIBUIDORA DE CARNE MORRO BRANCO","MICRO EMPRESA","GENEROS DE ALIMENTAÇÃO","CNPJ","DF","224.49"
"2019-01-16","quarta-feira","47508411013304","***.135.521-**","-47.887905478","-15.7940873619","BOLSONARO","Brasília","COMPANHIA BRASILEIRA DE DISTRIBUICAO","DEMAIS","GENEROS DE ALIMENTAÇÃO","CNPJ","DF","1103.92"
"2019-01-16","quarta-feira","03696869000100","***.135.521-**","-47.887905478","-15.7940873619","BOLSONARO","Brasília","BIG BOX SUPERMERCADOS","DEMAIS","GENEROS DE ALIMENTAÇÃO","CNPJ","DF","1920.71"
"2019-01-16","quarta-feira","03696869000100","***.135.521-**","-47.887905478","-15.7940873619","BOLSONARO","Brasília","BIG BOX SUPERMERCADOS","DEMAIS","MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÇÃO","CNPJ","DF","478.86"
"2019-01-16","quarta-feira","00839308000125","***.135.521-**","-47.887905478","-15.7940873619","BOLSONARO","Brasília","CRISTAL LIMPEZA","EMPRESA DE PEQUENO PORTE","MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÇÃO","CNPJ","DF","522.5"
"2019-01-15","terça-feira","18559688000100","***.135.521-**","-47.887905478","-15.7940873619","BOLSONARO","Brasília","VIDA MEDICAL","MICRO EMPRESA","MATERIAL HOSPITALAR","CNPJ","DF","415.0"
"2019-01-15","terça-feira","04940750000870","***.135.521-**","-47.887905478","-15.7940873619","BOLSONARO","Brasília","PERBONI BRASIL","DEMAIS","GENEROS DE ALIMENTAÇÃO","CNPJ","DF","1491.0"
"2019-01-15","terça-feira","03553628000102","***.135.521-**","-47.887905478","-15.7940873619","BOLSONARO","Brasília","SUPERMERCADO VENEZA","DEMAIS","GENEROS DE ALIMENTAÇÃO","CNPJ","DF","241.39"
"2019-01-15","terça-feira","07738069000166","***.135.521-**","-47.887905478","-15.7940873619","BOLSONARO","Brasília","SUPER ADEGA","DEMAIS","GENEROS DE ALIMENTAÇÃO","CNPJ","DF","915.71"
"2019-01-15","terça-feira","03696869000100","***.135.521-**","-47.887905478","-15.7940873619","BOLSONARO","Brasília","BIG BOX SUPERMERCADOS","DEMAIS","GENEROS DE ALIMENTAÇÃO","CNPJ","DF","157.2"
"2019-01-15","terça-feira","12137325000108","***.135.521-**","-47.887905478","-15.7940873619","BOLSONARO","Brasília","VEDA PESCADOS","EMPRESA DE PEQUENO PORTE","GENEROS DE ALIMENTAÇÃO","CNPJ","DF","2079.88"
"2019-01-15","terça-feira","03696869000100","***.135.521-**","-47.887905478","-15.7940873619","BOLSONARO","Brasília","BIG BOX SUPERMERCADOS","DEMAIS","GENEROS DE ALIMENTAÇÃO","CNPJ","DF","163.33"
"2019-01-15","terça-feira","06057223031808","***.135.521-**","-47.887905478","-15.7940873619","BOLSONARO","Brasília","SENDAS DISTRIBUIDORA S/A","DEMAIS","GENEROS DE ALIMENTAÇÃO","CNPJ","DF","38.85"
"2019-01-15","terça-feira","47508411094975","***.135.521-**","-47.887905478","-15.7940873619","BOLSONARO","Brasília","COMPANHIA BRASILEIRA DE DISTRIBUICAO","DEMAIS","GENEROS DE ALIMENTAÇÃO","CNPJ","DF","322.24"
"2019-01-12","sábado","03696869000100","***.135.521-**","-47.887905478","-15.7940873619","BOLSONARO","Brasília","BIG BOX SUPERMERCADOS","DEMAIS","GENEROS DE ALIMENTAÇÃO","CNPJ","DF","644.11"
"2019-01-12","sábado","47508411094975","***.135.521-**","-47.887905478","-15.7940873619","BOLSONARO","Brasília","COMPANHIA BRASILEIRA DE DISTRIBUICAO","DEMAIS","GENEROS DE ALIMENTAÇÃO","CNPJ","DF","204.4"
"2019-01-12","sábado","38030169000167","***.135.521-**","-47.887905478","-15.7940873619","BOLSONARO","Brasília","OBA HORTIFRUTI","DEMAIS","GENEROS DE ALIMENTAÇÃO","CNPJ","DF","393.33"
"2019-01-12","sábado","16963990000101","***.135.521-**","-47.887905478","-15.7940873619","BOLSONARO","Brasília","F&C SERVICOS","DEMAIS","GENEROS DE ALIMENTAÇÃO","CNPJ","DF","172.35"
"2019-01-14","segunda-feira","47508411107627","***.135.521-**","-47.887905478","-15.7940873619","BOLSONARO","Brasília","COMPANHIA BRASILEIRA DE DISTRIBUICAO","DEMAIS","GENEROS DE ALIMENTAÇÃO","CNPJ","DF","349.43"
"2019-01-14","segunda-feira","38030169000167","***.135.521-**","-47.887905478","-15.7940873619","BOLSONARO","Brasília","OBA HORTIFRUTI","DEMAIS","GENEROS DE ALIMENTAÇÃO","CNPJ","DF","666.78"
"2019-01-14","segunda-feira","47508411094975","***.135.521-**","-47.887905478","-15.7940873619","BOLSONARO","Brasília","COMPANHIA BRASILEIRA DE DISTRIBUICAO","DEMAIS","GENEROS DE ALIMENTAÇÃO","CNPJ","DF","342.86"
"2019-01-14","segunda-feira","03696869000100","***.135.521-**","-47.887905478","-15.7940873619","BOLSONARO","Brasília","BIG BOX SUPERMERCADOS","DEMAIS","GENEROS DE ALIMENTAÇÃO","CNPJ","DF","629.84"
"2019-01-14","segunda-feira","00372383001605","***.135.521-**","-47.887905478","-15.7940873619","BOLSONARO","Brasília","DROGARIA BRASIL","DEMAIS","MATERIAL FARMACOLOGICO","CNPJ","DF","17.79"
"2019-01-14","segunda-feira","00447821007850","***.135.521-**","-47.887905478","-15.7940873619","BOLSONARO","Brasília","DROGARIA ROSARIO","DEMAIS","MATERIAL FARMACOLOGICO","CNPJ","DF","1257.1"
"2019-01-14","segunda-feira","18559688000100","***.135.521-**","-47.887905478","-15.7940873619","BOLSONARO","Brasília","VIDA MEDICAL","MICRO EMPRESA","MATERIAL HOSPITALAR","CNPJ","DF","753.0"
"2019-01-11","sexta-feira","03953506000103","***.135.521-**","-47.887905478","-15.7940873619","BOLSONARO","Brasília","BELINI","DEMAIS","GENEROS DE ALIMENTAÇÃO","CNPJ","DF","93.71"
"2019-01-11","sexta-feira","03953506000103","***.135.521-**","-47.887905478","-15.7940873619","BOLSONARO","Brasília","BELINI","DEMAIS","GENEROS DE ALIMENTAÇÃO","CNPJ","DF","475.47"
"2019-01-11","sexta-feira","02562516000155","***.135.521-**","-47.887905478","-15.7940873619","BOLSONARO","Brasília","A UTILICON UTILIDADES CONSTRUCAO E FERRAGENS LTDA","EMPRESA DE PEQUENO PORTE","MATERIAL DE ACONDICIONAMENTO E EMBALAGEM","CNPJ","DF","179.8"
"2019-01-11","sexta-feira","15551092000175","***.135.521-**","-47.887905478","-15.7940873619","BOLSONARO","Brasília","DAF SOLUCOES","EMPRESA DE PEQUENO PORTE","MATERIAL DE ACONDICIONAMENTO E EMBALAGEM","CNPJ","DF","179.8"
